bulk_id,facet,slab_id
8qzamrb4m2,214,beguwoda_07
8qzamrb4m2,001,rimuriwu_38
8qzamrb4m2,101,sumiwigu_17
8qzamrb4m2,111,lepalire_71
mp6lno9jzr,011,baromepo_15
mp6lno9jzr,110,potafira_03
mp6lno9jzr,010,kipidola_08
mp6lno9jzr,100,duwirifo_56
mp6lno9jzr,214,waravure_51
mp6lno9jzr,001,dehimuka_15
mp6lno9jzr,101,fugiseli_49
mp6lno9jzr,314,holuvulo_53
mp6lno9jzr,111,giwisamu_59
8kvd8qnim4,011,wumuwasi_61
8kvd8qnim4,110,mihudohe_62
8kvd8qnim4,010,lolebako_37
8kvd8qnim4,100,dobofeso_85
8kvd8qnim4,214,nelibovu_78
8kvd8qnim4,001,mavufola_33
8kvd8qnim4,101,kubanedo_12
8kvd8qnim4,314,segudavo_55
8kvd8qnim4,111,hovogina_81
zwvqnhbk7f,011,bemakado_71
zwvqnhbk7f,110,birikaku_81
zwvqnhbk7f,010,tagediso_07
zwvqnhbk7f,100,tunubapa_15
zwvqnhbk7f,214,wupedahi_19
zwvqnhbk7f,001,logokigu_73
zwvqnhbk7f,101,lipigago_80
zwvqnhbk7f,111,lunureto_84
8p937183bh,011,lepinela_85
8p937183bh,110,lusevago_15
8p937183bh,010,sesiguva_21
8p937183bh,100,pegapesa_22
8p937183bh,214,latahuvo_93
8p937183bh,001,lulofola_19
8p937183bh,101,rogonike_64
8p937183bh,314,fusufage_61
8p937183bh,111,tonipibo_76
xlziv2zr9g,011,tidisopa_78
xlziv2zr9g,110,mapelupo_41
xlziv2zr9g,010,begakura_66
xlziv2zr9g,100,sumogaha_76
xlziv2zr9g,214,huderupa_41
xlziv2zr9g,001,napurame_26
xlziv2zr9g,101,vikonuvo_50
xlziv2zr9g,111,galuwapu_86
bgcpc2vabf,011,vedabute_68
bgcpc2vabf,110,runovaho_44
bgcpc2vabf,010,nevupeto_41
bgcpc2vabf,100,fagobala_24
bgcpc2vabf,001,fugatuna_21
bgcpc2vabf,101,niroguna_93
bgcpc2vabf,314,pekikala_43
bgcpc2vabf,111,fekerepe_86
zo9p9en4n3,011,bihetofu_24
zo9p9en4n3,110,kopomemu_66
zo9p9en4n3,010,lonagevo_40
zo9p9en4n3,100,vasodaso_67
zo9p9en4n3,214,riseluko_24
zo9p9en4n3,001,huguveto_41
zo9p9en4n3,101,kisonosi_86
zo9p9en4n3,314,sokureve_48
zo9p9en4n3,111,wololako_55
c1mkzq9kc4,011,rolanoga_46
c1mkzq9kc4,110,tukebehe_82
c1mkzq9kc4,010,rifadabi_41
c1mkzq9kc4,100,tegivave_67
c1mkzq9kc4,214,damasemi_58
c1mkzq9kc4,001,fibirake_48
c1mkzq9kc4,101,siwobowu_88
c1mkzq9kc4,314,nuhahiri_71
c1mkzq9kc4,111,katipeva_00
mkbj6e6e9p,011,pafawome_47
mkbj6e6e9p,110,lihakoba_79
mkbj6e6e9p,010,sodakiva_90
mkbj6e6e9p,100,hesakite_49
mkbj6e6e9p,001,gorirera_06
mkbj6e6e9p,101,pofarawi_12
mkbj6e6e9p,111,defokate_20
cy94mecq6g,011,wuhudevo_45
cy94mecq6g,110,pupebudi_75
cy94mecq6g,010,fogalonu_46
cy94mecq6g,100,bebodira_65
cy94mecq6g,214,sanegume_37
cy94mecq6g,001,dupinide_41
cy94mecq6g,101,pufatigi_26
cy94mecq6g,314,sihamasa_88
cy94mecq6g,111,kurunalo_76
vtnfnrbh6s,011,pakuhari_15
vtnfnrbh6s,110,vofahipe_87
vtnfnrbh6s,010,hivevolo_16
vtnfnrbh6s,100,rorutira_42
vtnfnrbh6s,214,wupomano_08
vtnfnrbh6s,001,saborume_16
vtnfnrbh6s,101,hurudufa_02
vtnfnrbh6s,314,vilarito_52
vtnfnrbh6s,111,resubove_68
6pvt6r95ve,011,pifuraha_94
6pvt6r95ve,110,dapepafa_81
6pvt6r95ve,010,vurodusi_56
6pvt6r95ve,100,gifopira_28
6pvt6r95ve,001,sorapiwu_68
6pvt6r95ve,101,bobedali_51
6pvt6r95ve,314,bagabevo_60
6pvt6r95ve,111,hifanega_83
9i6ixublcr,110,tutamefa_73
9i6ixublcr,001,wunepoha_24
9i6ixublcr,101,fikabipi_66
br6l6pxy6a,011,lokariwu_13
br6l6pxy6a,110,memimibo_05
br6l6pxy6a,010,sukonife_16
br6l6pxy6a,100,kutatape_99
br6l6pxy6a,214,lepararu_25
br6l6pxy6a,001,behakeri_20
br6l6pxy6a,101,relalogi_36
br6l6pxy6a,314,kuhewelo_32
br6l6pxy6a,111,tamawape_42
926dnunrxf,011,kavedoho_86
926dnunrxf,110,mipasovi_41
926dnunrxf,010,tesameli_14
926dnunrxf,100,tonokepe_38
926dnunrxf,214,welosidi_49
926dnunrxf,001,kadosali_55
926dnunrxf,101,gatenoro_54
926dnunrxf,111,matoheda_13
vl9on5zpm1,011,famurafu_62
vl9on5zpm1,110,kemitawo_15
vl9on5zpm1,010,hinirako_22
vl9on5zpm1,100,galufufi_83
vl9on5zpm1,214,kuvohewo_92
vl9on5zpm1,001,kafekigi_85
vl9on5zpm1,101,naduwada_74
vl9on5zpm1,314,setudaka_84
vl9on5zpm1,111,tiwahimo_78
6qve7u7fcu,011,torakufi_37
6qve7u7fcu,110,rotakomi_79
6qve7u7fcu,010,dopakiha_29
6qve7u7fcu,100,wegituhu_87
6qve7u7fcu,001,nulokosa_39
6qve7u7fcu,101,tudafeda_97
6qve7u7fcu,314,sahumiwa_18
6qve7u7fcu,111,bodibadu_64
b49kx4c19q,011,tofiwadi_49
b49kx4c19q,110,bipigode_78
b49kx4c19q,010,taparogo_67
b49kx4c19q,100,fufalego_15
b49kx4c19q,214,vereroba_42
b49kx4c19q,001,tuvenodi_48
b49kx4c19q,101,mibopopo_35
b49kx4c19q,314,laletise_20
b49kx4c19q,111,gulipita_22
m4b28yb1md,011,luwobena_08
m4b28yb1md,110,nawinone_66
m4b28yb1md,010,haripola_57
m4b28yb1md,100,votofelu_05
m4b28yb1md,001,siposato_78
m4b28yb1md,101,kiranubu_32
m4b28yb1md,314,tudovuwa_16
m4b28yb1md,111,nisotusu_63
cjbpzhz4b2,011,sitefuve_51
cjbpzhz4b2,110,dunarure_88
cjbpzhz4b2,010,hulemewu_83
cjbpzhz4b2,100,boromewe_04
cjbpzhz4b2,001,kugivoni_56
cjbpzhz4b2,101,misebawa_93
cjbpzhz4b2,314,niwavaha_15
cjbpzhz4b2,111,nabuhule_06
ntx38tmfxi,011,gudubovi_32
ntx38tmfxi,110,kivetara_37
ntx38tmfxi,010,wohaguti_78
ntx38tmfxi,100,bigomosu_07
ntx38tmfxi,001,mahudibu_34
ntx38tmfxi,101,savugumo_31
ntx38tmfxi,111,nopobopi_95
vwxfn3blxi,011,kaduduhe_78
vwxfn3blxi,110,dimafowe_05
vwxfn3blxi,010,tefovuto_94
vwxfn3blxi,100,dadudafe_60
vwxfn3blxi,214,nabubeda_33
vwxfn3blxi,001,hobukuno_29
vwxfn3blxi,101,sinowusi_81
vwxfn3blxi,314,rerusadi_56
vwxfn3blxi,111,hemosoba_95
nscdbpmdct,011,murufaku_52
nscdbpmdct,110,tufudavi_51
nscdbpmdct,010,gotitaki_66
nscdbpmdct,100,foligage_07
nscdbpmdct,214,solegego_60
nscdbpmdct,001,sivupegu_81
nscdbpmdct,101,mirubipa_48
nscdbpmdct,314,haladonu_38
nscdbpmdct,111,hitebuna_59
nevt8k6on5,011,wilevevu_02
nevt8k6on5,110,mibodaro_78
nevt8k6on5,010,pehavati_68
nevt8k6on5,100,kiluvesi_33
nevt8k6on5,214,nipawitu_45
nevt8k6on5,001,kamebavu_95
nevt8k6on5,101,rilirave_81
nevt8k6on5,314,kinipori_30
nevt8k6on5,111,tiseduke_72
vh9gx4n2xg,011,webopemu_12
vh9gx4n2xg,110,tihototu_02
vh9gx4n2xg,010,todapavu_23
vh9gx4n2xg,100,fasavobo_55
vh9gx4n2xg,214,dopowafo_50
vh9gx4n2xg,001,muroweru_24
vh9gx4n2xg,101,sotawafo_55
vh9gx4n2xg,314,sivopime_03
vh9gx4n2xg,111,fapipase_78
nu94n3v4n4,011,refiwuhe_00
nu94n3v4n4,110,pekemevo_04
nu94n3v4n4,010,sedosuno_37
nu94n3v4n4,100,fewolete_48
nu94n3v4n4,001,fapafudi_94
nu94n3v4n4,101,debakoma_43
nu94n3v4n4,111,banumoko_18
bpc2nk6qz1,011,pegidoga_95
bpc2nk6qz1,110,hataguva_13
bpc2nk6qz1,010,livodoke_39
bpc2nk6qz1,100,galobuhu_66
bpc2nk6qz1,214,vivohohi_14
bpc2nk6qz1,001,dofovaro_74
bpc2nk6qz1,101,temidule_87
bpc2nk6qz1,314,kumenaho_22
bpc2nk6qz1,111,begefabi_44
mkmsvkcyc5,011,bafarohu_10
mkmsvkcyc5,110,hibetede_02
mkmsvkcyc5,010,posifuvi_45
mkmsvkcyc5,100,mohikefe_73
mkmsvkcyc5,214,valoboli_52
mkmsvkcyc5,001,henafefu_25
mkmsvkcyc5,101,duwohefi_24
mkmsvkcyc5,314,fosevule_12
mkmsvkcyc5,111,pidanule_44
cfzam1mdbf,011,botifema_60
cfzam1mdbf,110,ganepose_86
cfzam1mdbf,010,dakapupa_06
cfzam1mdbf,100,wosedino_02
cfzam1mdbf,214,mulopome_36
cfzam1mdbf,001,viwukibo_86
cfzam1mdbf,101,favedobe_45
cfzam1mdbf,111,ruwinafu_90
9uxemw7rv2,011,bigimepo_61
9uxemw7rv2,110,rapodida_56
9uxemw7rv2,010,rorihaso_44
9uxemw7rv2,100,nunatule_91
9uxemw7rv2,001,lenipesa_59
9uxemw7rv2,101,putarude_21
9uxemw7rv2,111,muwovowe_58
7qxq8lce9u,011,hinanovu_69
7qxq8lce9u,110,ledadawi_65
7qxq8lce9u,010,gubufafu_74
7qxq8lce9u,100,wugamehi_54
7qxq8lce9u,001,niwoveno_36
7qxq8lce9u,101,lidukohi_78
7qxq8lce9u,314,tiguwuti_80
7qxq8lce9u,111,berapade_85
9pb4c1927h,302,wifefipu_12
9pb4c1927h,303,dupahedu_09
8l919k6s7p,303,ludibavi_74
7h7yns937p,302,niripasu_43
7h7yns937p,303,nekopigu_94
clc2b1mavs,302,detesite_60
clc2b1mavs,303,dilafomo_22
na9exovani,303,kefinopi_67
64cg6j9any,302,megakige_52
64cg6j9any,303,sagogiti_42
85z4msnl6o,302,rubokosi_43
85z4msnl6o,303,vovufogi_48
7ic1vt7pz4,302,lokarobi_43
7ic1vt7pz4,303,rabemama_12
xw9y6rbkxr,303,tevorava_13
mtv3ca7585,302,gikumoto_82
mtv3ca7585,303,hebuhite_89
vtnfnrbh6s,302,nehipofa_09
vtnfnrbh6s,303,potuweri_95
m4b28yb1md,303,fuhobive_56
xemg9wb27y,302,demibuve_09
xemg9wb27y,303,kivivupe_79
mfme9lbtxq,303,bovunebu_29
cqbrnhbacg,302,lagakiwi_30
cqbrnhbacg,303,bodohada_02
mrbine8k72,303,disugafi_61
vgxp94xi9i,303,mudedori_36
zgxg9o7kny,303,kimenime_95
cg8p7fxq65,302,siralavu_02
cg8p7fxq65,303,saliropa_28
8wxibl7lm4,303,wedorowi_45
8kvd8qnim4,302,dafimana_51
8kvd8qnim4,303,susigife_33
vl9on5zpm1,302,ragipari_52
vl9on5zpm1,303,tofoduvi_90
nevt8k6on5,302,midurini_48
nevt8k6on5,303,verafora_11
nscdbpmdct,302,keselado_12
nscdbpmdct,303,rilofibu_55
b49kx4c19q,302,latisime_30
b49kx4c19q,303,fimahafe_35
zimixdvdxd,302,kupodedo_38
zimixdvdxd,303,hakosuhu_73
z36lb3bdcq,302,sopobuge_66
z36lb3bdcq,303,negatori_04
zw9pbrnabj,302,titapidu_96
zw9pbrnabj,303,hifebifu_79
8p937183bh,302,fabomuhe_38
8p937183bh,303,galopuba_86
xtbocq9o6p,302,fopelohu_14
xtbocq9o6p,303,babomegi_75
v2blxebixh,302,lofitiro_78
v2blxebixh,303,semobohe_37
vgzkzqx5cf,303,rudasevi_27
mkmsvkcyc5,302,rimeleme_88
mkmsvkcyc5,303,wosemogo_08
v1xpx482ba,303,siwabula_81
vhnkve7ev1,302,dabepade_26
vhnkve7ev1,303,kovudoho_21
njntmu9w93,302,pahepemi_61
njntmu9w93,303,nomufume_65
mkbj6e6e9p,303,tokogari_59
75bdvivym1,302,dobidawo_40
75bdvivym1,303,paruhegu_15
ctz1c1vtzf,302,nituguve_48
ctz1c1vtzf,303,ripunune_11
ck638t75z3,302,lokogave_72
ck638t75z3,303,feheraro_89
cjbpzhz4b2,303,pagakuhi_76
mjctxrx3zf,302,femupoli_97
mjctxrx3zf,303,kuhakese_89
z5ms8a629a,302,pivaloda_38
z5ms8a629a,303,depilobe_46
cq7smr6lvj,303,ravabuwo_21
b5cgvsb16w,302,gotimeha_20
b5cgvsb16w,303,gowanapi_76
vl6uvqne6d,303,govimeri_62
8qzamrb4m2,302,borimage_05
8qzamrb4m2,303,kahohago_10
6pvt6r95ve,303,dofarufo_99
zwvqnhbk7f,303,suwaneba_36
vlxp9abd6h,302,wedonupu_10
vlxp9abd6h,303,novudute_24
mp6lno9jzr,302,kohubufi_15
mp6lno9jzr,303,kekobahu_73
v2xdzuv2z3,302,bemekiki_87
v2xdzuv2z3,303,deniwoge_23
xlbfb49wml,303,tebetide_55
ngn4xec1mo,303,bowosatu_43
949rnem5z2,302,bopusabe_06
949rnem5z2,303,tigiwopa_75
82bucfb28a,303,pofedope_51
vwxfn3blxi,302,fuwukobo_78
vwxfn3blxi,303,dihobepa_40
nrml6dms9l,303,tibofivi_33
zwzkbkcf8a,302,sunifafa_34
zwzkbkcf8a,303,sekilapi_71
ntx38tmfxi,303,rudisehu_57
6qve7u7fcu,303,tulaweta_16
vh9gx4n2xg,302,giforuwa_32
vh9gx4n2xg,303,getivodo_37
zunqxh6g9j,302,ribefale_35
zunqxh6g9j,303,hadogato_47
73nhvjxyxf,302,wilemeso_97
73nhvjxyxf,303,pomasele_49
nu7hbg6rnt,302,tusapoto_33
nu7hbg6rnt,303,hatakamo_86
xlziv2zr9g,303,luredeko_71
6pmrzrv36f,303,hawigata_48
zo9p9en4n3,302,ragubafi_83
zo9p9en4n3,303,paseliki_50
9573vicg7f,303,mipokawa_54
vtc49sbtxg,302,tavemaho_98
vtc49sbtxg,303,nububedu_56
9i6ixublcr,303,buvulano_20
bpc2nk6qz1,302,kakiseta_03
bpc2nk6qz1,303,towolamo_49
82mwbwbgbl,303,lakomehe_48
br6l6pxy6a,302,gibukame_92
br6l6pxy6a,303,vuvuvifo_93
xu6ivyvfvf,302,wutesiwo_02
xu6ivyvfvf,303,mipiwori_99
8u9wb5na7o,303,dufadini_38
v59s9lxdxr,302,kabulubu_09
v59s9lxdxr,303,vavonusi_12
7273c1naba,302,tesahadu_32
7273c1naba,303,balisevo_27
b583vr8hvw,302,dogapovo_44
b583vr8hvw,303,virebuki_76
zimuby8uzj,303,tusasohe_02
8fxi6rmp75,302,ralawaru_95
8fxi6rmp75,303,biwupari_69
8p8evt9pcg,302,rofonote_15
8p8evt9pcg,303,velideka_02
9uxemw7rv2,303,ratovefi_59
71ndci8rx3,302,perokelo_44
71ndci8rx3,303,nihafofe_98
m2bs8w82x5,303,pesetana_48
cfzam1mdbf,302,vosikowa_39
cfzam1mdbf,303,tewokewu_08
81meck64ba,302,nupiwiba_32
81meck64ba,303,vukisula_12
91746y6g6i,302,gegatefu_28
91746y6g6i,303,memihora_07
b19q9p6k72,302,kimumuni_20
b19q9p6k72,303,watenibo_07
bgcpc2vabf,303,tositobi_46
mwmg9p7s6o,303,golelive_74
zhvh759485,302,havokapo_28
zhvh759485,303,fosireke_14
xozr8f7p7g,302,tuvakida_82
xozr8f7p7g,303,posisuwu_04
nu94n3v4n4,303,gogataku_03
c1na8ebl65,303,fofivosa_73
xfvhck9gcs,303,ditometu_86
n36axdbw65,303,sihovulu_75
bwzk8k6rb4,303,pidokehe_04
c1mkzq9kc4,302,kaguvude_23
c1mkzq9kc4,303,gifosulo_50
vi83m1vkxe,302,tevawago_20
vi83m1vkxe,303,potudigu_67
71ndxsch8y,303,wafavevu_13
nd919pnr6q,303,wewaloru_01
926dnunrxf,302,winikase_19
926dnunrxf,303,gafikaku_63
7qxq8lce9u,303,bigupute_72
cy94mecq6g,302,pivadoru_82
cy94mecq6g,303,gebulapu_16
8gnt9rnd92,302,kenefede_40
8gnt9rnd92,303,desumope_94
9izlbdmh7d,302,mosobulo_19
9izlbdmh7d,303,dohemare_19
7lxicqnrzy,302,tisowehu_72
7lxicqnrzy,303,hivolumo_18
6qvlcl6iv2,303,biwemupe_06
mj7wbfb5nt,302,gulolino_84
mj7wbfb5nt,303,kepusela_68
cq7smr6lvj,012,faforibo_57
v2xdzuv2z3,012,dabogeta_16
nd919pnr6q,012,fohenime_70
b5cgvsb16w,012,wamiruri_85
vgxp94xi9i,012,betineso_67
vwxfn3blxi,012,hiloreva_80
9uxemw7rv2,012,dotikavi_23
zhvh759485,012,topehuri_41
zgxg9o7kny,012,volamefa_17
bgcpc2vabf,012,letavosi_10
ctz1c1vtzf,012,rakawavo_17
b19q9p6k72,012,vugilosu_87
6pmrzrv36f,012,buvebohe_37
mjctxrx3zf,012,letofupe_53
73nhvjxyxf,012,kunuwido_80
nevt8k6on5,012,tirewuta_28
nu7hbg6rnt,012,fupawaha_88
71ndci8rx3,012,dobatuhe_61
8wxibl7lm4,012,fefodube_03
6qve7u7fcu,012,famakado_23
m4b28yb1md,012,migopila_72
9pb4c1927h,012,lorumoti_39
ngn4xec1mo,012,telogaba_82
8fxi6rmp75,012,fosurufu_23
xemg9wb27y,012,takefaga_41
85z4msnl6o,012,labukage_54
xu6ivyvfvf,012,wutiliko_89
cjbpzhz4b2,012,livumati_53
z5ms8a629a,012,mimokane_95
v2blxebixh,012,wubawipo_50
9573vicg7f,012,gelopoga_23
mp6lno9jzr,012,giwoweho_11
8l919k6s7p,012,dolidaha_00
z36lb3bdcq,012,reporeha_85
vhnkve7ev1,012,virivipi_49
v59s9lxdxr,012,ninosura_43
zw9pbrnabj,012,pokimima_58
mtv3ca7585,012,vodohige_58
926dnunrxf,012,pofowaha_67
mj7wbfb5nt,012,howusapo_40
xtbocq9o6p,012,pinanata_96
cy94mecq6g,012,fiherewa_40
bpc2nk6qz1,012,kimosohu_31
zo9p9en4n3,012,bahusihe_57
9izlbdmh7d,012,fupotevo_12
v2xdzuv2z3,131,ripofowu_38
82bucfb28a,131,gunilume_97
73nhvjxyxf,131,sevevowo_23
xw9y6rbkxr,012,ninevabi_27
xw9y6rbkxr,131,pumiluho_76
9uxemw7rv2,131,dususina_46
nd919pnr6q,131,vimanuka_89
8gnt9rnd92,012,gatebogu_48
8gnt9rnd92,131,merahapu_53
926dnunrxf,131,suwetawe_34
xu6ivyvfvf,131,kipatalo_90
clc2b1mavs,012,gikonusi_42
zw9pbrnabj,131,pafomamo_52
6pvt6r95ve,012,molehubi_99
6pvt6r95ve,131,hakubinu_00
v1xpx482ba,012,feperova_53
8p8evt9pcg,012,farameke_63
8p8evt9pcg,131,kofewiro_57
b49kx4c19q,012,nududifu_29
b49kx4c19q,131,rabiboko_50
7h7yns937p,012,lenimufu_23
7h7yns937p,131,damusubu_11
ntx38tmfxi,012,kosafodo_91
ntx38tmfxi,131,tatekehe_36
ngn4xec1mo,131,wodaveru_88
75bdvivym1,012,muhafoki_18
75bdvivym1,131,fuhulewe_23
85z4msnl6o,131,buminari_15
bpc2nk6qz1,131,gubelowu_77
mjctxrx3zf,131,kenihohe_97
82mwbwbgbl,012,lekinivo_64
82mwbwbgbl,131,besofala_61
8fxi6rmp75,131,horopuka_07
b5cgvsb16w,131,hukitawa_12
vtnfnrbh6s,012,wowudako_98
vtnfnrbh6s,131,kavukowi_24
br6l6pxy6a,012,nipotufi_51
z36lb3bdcq,131,bebobebu_31
6qve7u7fcu,131,sonulepu_65
b583vr8hvw,012,rokevolu_75
b583vr8hvw,131,gavowona_82
v59s9lxdxr,131,kenukami_73
zimuby8uzj,012,baginuku_35
zimuby8uzj,131,nefolise_10
mtv3ca7585,131,magapogu_02
71ndci8rx3,131,farovapu_18
9i6ixublcr,012,kikevefe_24
vgzkzqx5cf,012,budobabi_20
vgzkzqx5cf,131,tikihusu_94
7lxicqnrzy,012,novalino_02
7lxicqnrzy,131,buredota_73
8l919k6s7p,131,hogavusu_69
cy94mecq6g,131,wunatega_38
71ndxsch8y,012,rifolego_25
71ndxsch8y,131,movakute_94
mp6lno9jzr,131,pekavisa_69
vh9gx4n2xg,012,mogipuhe_07
vh9gx4n2xg,131,hukopagi_67
vwxfn3blxi,131,keribapi_11
81meck64ba,012,dumisebe_90
81meck64ba,131,ladebasa_53
njntmu9w93,012,bewarahe_49
vhnkve7ev1,131,dusakese_41
z5ms8a629a,131,mufatona_16
bwzk8k6rb4,131,nosisise_66
c1mkzq9kc4,012,digasoni_72
c1mkzq9kc4,131,lagaseba_16
nu7hbg6rnt,131,nihiwebe_25
nu94n3v4n4,131,vogawohe_04
xtbocq9o6p,131,horikovi_77
xemg9wb27y,131,nabanumu_57
mwmg9p7s6o,012,nilupawu_94
mwmg9p7s6o,131,hahiwada_70
zwzkbkcf8a,012,gipudoto_09
zwzkbkcf8a,131,nofafewa_35
cg8p7fxq65,012,sogelehe_63
cg8p7fxq65,131,setawade_04
zimixdvdxd,012,medetabi_02
zimixdvdxd,131,tipahubi_91
vlxp9abd6h,012,daruseku_24
vlxp9abd6h,131,talomehi_64
vtc49sbtxg,012,bavahivo_99
vtc49sbtxg,131,lapabeme_76
m4b28yb1md,131,kehosape_53
vl6uvqne6d,012,lewomina_93
8qzamrb4m2,012,vigemavu_24
zhvh759485,131,sirekenu_24
8wxibl7lm4,131,pohawobo_91
zwvqnhbk7f,012,papesato_91
zwvqnhbk7f,131,lagesubo_45
91746y6g6i,012,mubolemu_18
91746y6g6i,131,sikameno_68
9pb4c1927h,131,suwuligu_87
8kvd8qnim4,012,gikipopo_87
8kvd8qnim4,131,modetovo_60
8p937183bh,012,ditelogi_07
8p937183bh,131,farasitu_07
xlbfb49wml,012,hadiwuta_32
xlbfb49wml,131,temitafo_52
xozr8f7p7g,012,mikeroto_58
xozr8f7p7g,131,wedosalo_25
nrml6dms9l,012,podurane_96
9izlbdmh7d,131,tabagano_33
cqbrnhbacg,012,hivohune_54
cqbrnhbacg,131,wopokine_89
7273c1naba,012,puhagasa_73
7273c1naba,131,kufopumi_58
nscdbpmdct,012,bifitasi_54
nscdbpmdct,131,rowewuhu_22
cq7smr6lvj,131,wagoriwu_32
7qxq8lce9u,012,vunidove_73
7qxq8lce9u,131,bowobasi_68
mkmsvkcyc5,012,tamewiwa_58
mkmsvkcyc5,131,dedavifo_69
cjbpzhz4b2,131,limilada_12
n36axdbw65,012,wohonebi_17
ctz1c1vtzf,131,neponido_17
949rnem5z2,012,sefusolo_10
949rnem5z2,131,kupunedi_57
cfzam1mdbf,012,puhawule_96
cfzam1mdbf,131,kivemima_07
nevt8k6on5,131,puhunuge_62
b19q9p6k72,131,gunapode_33
8u9wb5na7o,131,napihoru_16
7ic1vt7pz4,012,babuduvu_56
7ic1vt7pz4,131,fuwakowo_40
zo9p9en4n3,131,manukede_21
c1na8ebl65,012,pidamope_78
xlziv2zr9g,012,hebihalu_42
zunqxh6g9j,012,ladudule_50
vi83m1vkxe,012,sikamime_24
vi83m1vkxe,131,minudeso_78
mfme9lbtxq,012,viwobipu_12
mfme9lbtxq,131,kunufetu_71
64cg6j9any,012,wulediri_71
64cg6j9any,131,rukevisi_09
vl9on5zpm1,012,genanudo_99
vl9on5zpm1,131,kerufuvi_65
v2blxebixh,131,waguhobu_66
mj7wbfb5nt,131,beganihu_39
m2bs8w82x5,012,badabeni_46
na9exovani,131,kagekiha_49
ck638t75z3,012,kabedego_69
ck638t75z3,131,mekevisa_30
ctz1c1vtzf,331,getahaba_15
nu94n3v4n4,331,begidamo_15
